4549132,Customer#004549132,V2k5hOE3jaCuh igOUEOsl1a1QCw,0,"10-386-640-1182",7831.57,BUILDING,ent packages sleep around the blithely final pinto
703,Customer#000000703,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,6,"16-741-513-6919",3998.42,AUTOMOBILE,arefully final accounts cajole quickly blith
1541719,Customer#001541719,dN5DiRm17u5RiQ5JzQCJ5uPx,16,"26-417-361-3910",393.41,BUILDING,"y ruthless instructions sleep furiously after the furiously bold requests. pending, even accounts wake along "
13953773,Customer#013953773,"pzrSAk1D ,kFL9Gr,R9gjE",3,"13-631-424-6972",6750.13,MACHINERY,ray slyly. blithely bold courts are blithe
3752728,Customer#003752728,cfHDuTj7Uf8MLJvGEO8M,4,"14-406-726-7546",2088.55,HOUSEHOLD,pinto beans. carefully regular requests cajole am
13052204,Customer#013052204,lVFCNn5WQfWPTJp9wedDGFprEVjk,4,"14-367-144-3958",2272.62,FURNITURE,fully regular theodolites sleep closely even
11254387,Customer#011254387,"FWWOCGtH,SvOxQSRYk0a91W1splAMXlei",11,"21-626-772-9945",9455.11,AUTOMOBILE,lithely. carefully bold packa
4549132,Customer#004549132,V2k5hOE3jaCuh igOUEOsl1a1QCw,0,"10-386-640-1182",7831.57,BUILDING,ent packages sleep around the blithely final pinto
703,Customer#000000703,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,6,"16-741-513-6919",3998.42,AUTOMOBILE,arefully final accounts cajole quickly blith
1541719,Customer#001541719,dN5DiRm17u5RiQ5JzQCJ5uPx,16,"26-417-361-3910",393.41,BUILDING,"y ruthless instructions sleep furiously after the furiously bold requests. pending, even accounts wake along "
13953773,Customer#013953773,"pzrSAk1D ,kFL9Gr,R9gjE",3,"13-631-424-6972",6750.13,MACHINERY,ray slyly. blithely bold courts are blithe
3752728,Customer#003752728,cfHDuTj7Uf8MLJvGEO8M,4,"14-406-726-7546",2088.55,HOUSEHOLD,pinto beans. carefully regular requests cajole am
13052204,Customer#013052204,lVFCNn5WQfWPTJp9wedDGFprEVjk,4,"14-367-144-3958",2272.62,FURNITURE,fully regular theodolites sleep closely even
11254387,Customer#011254387,"FWWOCGtH,SvOxQSRYk0a91W1splAMXlei",11,"21-626-772-9945",9455.11,AUTOMOBILE,lithely. carefully bold packa
4552111,Customer#004552111,ntsMRNHvDN3zDsDxTa,24,"34-233-356-3984",9372.59,HOUSEHOLD,"al ideas. final, special accounts wake carefully after the final accounts. slyly regula"
703,Customer#000000703,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,6,"16-741-513-6919",3998.42,AUTOMOBILE,arefully final accounts cajole quickly blith
1553041,Customer#001553041,bAFya2Z5slVCzz4pR2wl38ociSICjL1,10,"20-624-852-2145",7627.25,MACHINERY,"sits according to the regular, ironic requests doze furiously regular accounts. carefully pending deposits integ"
13953773,Customer#013953773,"pzrSAk1D ,kFL9Gr,R9gjE",3,"13-631-424-6972",6750.13,MACHINERY,ray slyly. blithely bold courts are blithe
3752728,Customer#003752728,cfHDuTj7Uf8MLJvGEO8M,4,"14-406-726-7546",2088.55,HOUSEHOLD,pinto beans. carefully regular requests cajole am
13052204,Customer#013052204,lVFCNn5WQfWPTJp9wedDGFprEVjk,4,"14-367-144-3958",2272.62,FURNITURE,fully regular theodolites sleep closely even
11254387,Customer#011254387,"FWWOCGtH,SvOxQSRYk0a91W1splAMXlei",11,"21-626-772-9945",9455.11,AUTOMOBILE,lithely. carefully bold packa
4552111,Customer#004552111,ntsMRNHvDN3zDsDxTa,24,"34-233-356-3984",9372.59,HOUSEHOLD,"al ideas. final, special accounts wake carefully after the final accounts. slyly regula"
3254,Customer#000003254,"IfGVBZZCNVOY6y45ycjpF,700jGrOwAa6Ey",7,"17-233-138-8680",3433.96,AUTOMOBILE,xpress ideas use. furiously bold accounts cajole carefully. enticing ideas use. accounts outs
1553041,Customer#001553041,bAFya2Z5slVCzz4pR2wl38ociSICjL1,10,"20-624-852-2145",7627.25,MACHINERY,"sits according to the regular, ironic requests doze furiously regular accounts. carefully pending deposits integ"
13953773,Customer#013953773,"pzrSAk1D ,kFL9Gr,R9gjE",3,"13-631-424-6972",6750.13,MACHINERY,ray slyly. blithely bold courts are blithe
3757171,Customer#003757171,Jc6c3Z3NKtx8K3K3HyeZd4tSszBSMBiVD0NiLw,19,"29-114-126-9669",5955.79,BUILDING,ls wake across the packages. slyly special requests wa
13052204,Customer#013052204,lVFCNn5WQfWPTJp9wedDGFprEVjk,4,"14-367-144-3958",2272.62,FURNITURE,fully regular theodolites sleep closely even
11262766,Customer#011262766,ZSkoCZ4OhAZZsX ,11,"21-141-655-7403",6883.24,HOUSEHOLD,even requests believe. sometimes special packages wake furiously alongside of th
4552111,Customer#004552111,ntsMRNHvDN3zDsDxTa,24,"34-233-356-3984",9372.59,HOUSEHOLD,"al ideas. final, special accounts wake carefully after the final accounts. slyly regula"
3254,Customer#000003254,"IfGVBZZCNVOY6y45ycjpF,700jGrOwAa6Ey",7,"17-233-138-8680",3433.96,AUTOMOBILE,xpress ideas use. furiously bold accounts cajole carefully. enticing ideas use. accounts outs
1553041,Customer#001553041,bAFya2Z5slVCzz4pR2wl38ociSICjL1,10,"20-624-852-2145",7627.25,MACHINERY,"sits according to the regular, ironic requests doze furiously regular accounts. carefully pending deposits integ"
13953773,Customer#013953773,"pzrSAk1D ,kFL9Gr,R9gjE",3,"13-631-424-6972",6750.13,MACHINERY,ray slyly. blithely bold courts are blithe
3757171,Customer#003757171,Jc6c3Z3NKtx8K3K3HyeZd4tSszBSMBiVD0NiLw,19,"29-114-126-9669",5955.79,BUILDING,ls wake across the packages. slyly special requests wa
13052204,Customer#013052204,lVFCNn5WQfWPTJp9wedDGFprEVjk,4,"14-367-144-3958",2272.62,FURNITURE,fully regular theodolites sleep closely even
11262766,Customer#011262766,ZSkoCZ4OhAZZsX ,11,"21-141-655-7403",6883.24,HOUSEHOLD,even requests believe. sometimes special packages wake furiously alongside of th
4558330,Customer#004558330,IB4AUYydsRhFjEFgCYE54zcOed78 BsKo,5,"15-254-338-2300",3759.56,MACHINERY,its. instructions haggle. ironic requests boost quietly pending dolphins. 
3254,Customer#000003254,"IfGVBZZCNVOY6y45ycjpF,700jGrOwAa6Ey",7,"17-233-138-8680",3433.96,AUTOMOBILE,xpress ideas use. furiously bold accounts cajole carefully. enticing ideas use. accounts outs
1553041,Customer#001553041,bAFya2Z5slVCzz4pR2wl38ociSICjL1,10,"20-624-852-2145",7627.25,MACHINERY,"sits according to the regular, ironic requests doze furiously regular accounts. carefully pending deposits integ"
13957342,Customer#013957342,"HRVz1JsIP,oLebGC0,fiCwQGzo",14,"24-562-428-4262",7087.76,MACHINERY,"ckages unwind around the ironic, express deposits. regular theodolites haggle carefully quickly silent i"
3757171,Customer#003757171,Jc6c3Z3NKtx8K3K3HyeZd4tSszBSMBiVD0NiLw,19,"29-114-126-9669",5955.79,BUILDING,ls wake across the packages. slyly special requests wa
13054495,Customer#013054495,WINUeWTQQFzy,21,"31-229-403-1883",608.97,BUILDING,o the requests use quickly quickly special platelets. multipliers boost after the blithely ex
11264173,Customer#011264173,gWGTMw6int9OAid,9,"19-932-455-9787",5138.09,FURNITURE,"ctions cajole quickly along the quickly final accounts. regular, even accounts afte"
4558330,Customer#004558330,IB4AUYydsRhFjEFgCYE54zcOed78 BsKo,5,"15-254-338-2300",3759.56,MACHINERY,its. instructions haggle. ironic requests boost quietly pending dolphins. 
3254,Customer#000003254,"IfGVBZZCNVOY6y45ycjpF,700jGrOwAa6Ey",7,"17-233-138-8680",3433.96,AUTOMOBILE,xpress ideas use. furiously bold accounts cajole carefully. enticing ideas use. accounts outs
1553041,Customer#001553041,bAFya2Z5slVCzz4pR2wl38ociSICjL1,10,"20-624-852-2145",7627.25,MACHINERY,"sits according to the regular, ironic requests doze furiously regular accounts. carefully pending deposits integ"
13957342,Customer#013957342,"HRVz1JsIP,oLebGC0,fiCwQGzo",14,"24-562-428-4262",7087.76,MACHINERY,"ckages unwind around the ironic, express deposits. regular theodolites haggle carefully quickly silent i"
3757171,Customer#003757171,Jc6c3Z3NKtx8K3K3HyeZd4tSszBSMBiVD0NiLw,19,"29-114-126-9669",5955.79,BUILDING,ls wake across the packages. slyly special requests wa
13054495,Customer#013054495,WINUeWTQQFzy,21,"31-229-403-1883",608.97,BUILDING,o the requests use quickly quickly special platelets. multipliers boost after the blithely ex
11264173,Customer#011264173,gWGTMw6int9OAid,9,"19-932-455-9787",5138.09,FURNITURE,"ctions cajole quickly along the quickly final accounts. regular, even accounts afte"
4558330,Customer#004558330,IB4AUYydsRhFjEFgCYE54zcOed78 BsKo,5,"15-254-338-2300",3759.56,MACHINERY,its. instructions haggle. ironic requests boost quietly pending dolphins. 
3254,Customer#000003254,"IfGVBZZCNVOY6y45ycjpF,700jGrOwAa6Ey",7,"17-233-138-8680",3433.96,AUTOMOBILE,xpress ideas use. furiously bold accounts cajole carefully. enticing ideas use. accounts outs
1553188,Customer#001553188,"F9qEnwuqiWRr,BwdZAsv95MSdEnWUKZJXllh4",21,"31-168-522-6602",7889.42,AUTOMOBILE,aters. quickly ironic dependencies grow regularly pending requests. slyly even deposits use doggedly furiousl
13957342,Customer#013957342,"HRVz1JsIP,oLebGC0,fiCwQGzo",14,"24-562-428-4262",7087.76,MACHINERY,"ckages unwind around the ironic, express deposits. regular theodolites haggle carefully quickly silent i"
3757171,Customer#003757171,Jc6c3Z3NKtx8K3K3HyeZd4tSszBSMBiVD0NiLw,19,"29-114-126-9669",5955.79,BUILDING,ls wake across the packages. slyly special requests wa
13054495,Customer#013054495,WINUeWTQQFzy,21,"31-229-403-1883",608.97,BUILDING,o the requests use quickly quickly special platelets. multipliers boost after the blithely ex
11264173,Customer#011264173,gWGTMw6int9OAid,9,"19-932-455-9787",5138.09,FURNITURE,"ctions cajole quickly along the quickly final accounts. regular, even accounts afte"
4562482,Customer#004562482,A3eJkMgcIQsr4KJFN0Pab3OWwZY,14,"24-299-829-3620",-541.80,FURNITURE, pinto beans across the blithely final foxes cajole carefully quickly final packages. slyly bold dolphins sleep bli
3254,Customer#000003254,"IfGVBZZCNVOY6y45ycjpF,700jGrOwAa6Ey",7,"17-233-138-8680",3433.96,AUTOMOBILE,xpress ideas use. furiously bold accounts cajole carefully. enticing ideas use. accounts outs
1553188,Customer#001553188,"F9qEnwuqiWRr,BwdZAsv95MSdEnWUKZJXllh4",21,"31-168-522-6602",7889.42,AUTOMOBILE,aters. quickly ironic dependencies grow regularly pending requests. slyly even deposits use doggedly furiousl
13957342,Customer#013957342,"HRVz1JsIP,oLebGC0,fiCwQGzo",14,"24-562-428-4262",7087.76,MACHINERY,"ckages unwind around the ironic, express deposits. regular theodolites haggle carefully quickly silent i"
3757171,Customer#003757171,Jc6c3Z3NKtx8K3K3HyeZd4tSszBSMBiVD0NiLw,19,"29-114-126-9669",5955.79,BUILDING,ls wake across the packages. slyly special requests wa
13054495,Customer#013054495,WINUeWTQQFzy,21,"31-229-403-1883",608.97,BUILDING,o the requests use quickly quickly special platelets. multipliers boost after the blithely ex
11264173,Customer#011264173,gWGTMw6int9OAid,9,"19-932-455-9787",5138.09,FURNITURE,"ctions cajole quickly along the quickly final accounts. regular, even accounts afte"
4562482,Customer#004562482,A3eJkMgcIQsr4KJFN0Pab3OWwZY,14,"24-299-829-3620",-541.80,FURNITURE, pinto beans across the blithely final foxes cajole carefully quickly final packages. slyly bold dolphins sleep bli
3254,Customer#000003254,"IfGVBZZCNVOY6y45ycjpF,700jGrOwAa6Ey",7,"17-233-138-8680",3433.96,AUTOMOBILE,xpress ideas use. furiously bold accounts cajole carefully. enticing ideas use. accounts outs
1553188,Customer#001553188,"F9qEnwuqiWRr,BwdZAsv95MSdEnWUKZJXllh4",21,"31-168-522-6602",7889.42,AUTOMOBILE,aters. quickly ironic dependencies grow regularly pending requests. slyly even deposits use doggedly furiousl
13957342,Customer#013957342,"HRVz1JsIP,oLebGC0,fiCwQGzo",14,"24-562-428-4262",7087.76,MACHINERY,"ckages unwind around the ironic, express deposits. regular theodolites haggle carefully quickly silent i"
3764585,Customer#003764585,P3ciUCWVsnAGVSGho9jEvB04zyrUUMwtForpOC,8,"18-940-753-1825",4094.46,AUTOMOBILE,"kages haggle quickly special, final theodolites. ironic foxes may doze. slyly silent pinto beans haggle f"
13057079,Customer#013057079,Hee8fgtKgTA1DuPC0PwmF,24,"34-694-769-2101",-260.96,FURNITURE,"usly ironic instructions! final deposits affix. pending, final packages hang before the quickly even packa"
11264173,Customer#011264173,gWGTMw6int9OAid,9,"19-932-455-9787",5138.09,FURNITURE,"ctions cajole quickly along the quickly final accounts. regular, even accounts afte"
4569001,Customer#004569001,"GxODR0gfOlspME2V6bGC9P,MVvpjIvmm6",5,"15-101-172-3144",9334.11,FURNITURE,"es cajole slyly after the even, bold ideas. close requests haggle carefully. final packages above the slyl"
44170,Customer#000044170,"7rhJbJsyx ",4,"14-181-263-4050",-838.69,AUTOMOBILE,"ickly dolphins. silent, final packages sleep carefully slyly bold packages. furiously express depend"
1553188,Customer#001553188,"F9qEnwuqiWRr,BwdZAsv95MSdEnWUKZJXllh4",21,"31-168-522-6602",7889.42,AUTOMOBILE,aters. quickly ironic dependencies grow regularly pending requests. slyly even deposits use doggedly furiousl
13957342,Customer#013957342,"HRVz1JsIP,oLebGC0,fiCwQGzo",14,"24-562-428-4262",7087.76,MACHINERY,"ckages unwind around the ironic, express deposits. regular theodolites haggle carefully quickly silent i"
3764585,Customer#003764585,P3ciUCWVsnAGVSGho9jEvB04zyrUUMwtForpOC,8,"18-940-753-1825",4094.46,AUTOMOBILE,"kages haggle quickly special, final theodolites. ironic foxes may doze. slyly silent pinto beans haggle f"
13057079,Customer#013057079,Hee8fgtKgTA1DuPC0PwmF,24,"34-694-769-2101",-260.96,FURNITURE,"usly ironic instructions! final deposits affix. pending, final packages hang before the quickly even packa"
11264173,Customer#011264173,gWGTMw6int9OAid,9,"19-932-455-9787",5138.09,FURNITURE,"ctions cajole quickly along the quickly final accounts. regular, even accounts afte"
4569001,Customer#004569001,"GxODR0gfOlspME2V6bGC9P,MVvpjIvmm6",5,"15-101-172-3144",9334.11,FURNITURE,"es cajole slyly after the even, bold ideas. close requests haggle carefully. final packages above the slyl"
44170,Customer#000044170,"7rhJbJsyx ",4,"14-181-263-4050",-838.69,AUTOMOBILE,"ickly dolphins. silent, final packages sleep carefully slyly bold packages. furiously express depend"
1553188,Customer#001553188,"F9qEnwuqiWRr,BwdZAsv95MSdEnWUKZJXllh4",21,"31-168-522-6602",7889.42,AUTOMOBILE,aters. quickly ironic dependencies grow regularly pending requests. slyly even deposits use doggedly furiousl
13957342,Customer#013957342,"HRVz1JsIP,oLebGC0,fiCwQGzo",14,"24-562-428-4262",7087.76,MACHINERY,"ckages unwind around the ironic, express deposits. regular theodolites haggle carefully quickly silent i"
3764585,Customer#003764585,P3ciUCWVsnAGVSGho9jEvB04zyrUUMwtForpOC,8,"18-940-753-1825",4094.46,AUTOMOBILE,"kages haggle quickly special, final theodolites. ironic foxes may doze. slyly silent pinto beans haggle f"
13057079,Customer#013057079,Hee8fgtKgTA1DuPC0PwmF,24,"34-694-769-2101",-260.96,FURNITURE,"usly ironic instructions! final deposits affix. pending, final packages hang before the quickly even packa"
11286916,Customer#011286916,HZwzUj4HEtPfpOJ7V4GV3RQl6fk0Kh,7,"17-789-192-8666",8502.29,FURNITURE," even theodolites after the final foxes boost across the slyly pending dependencies. even, i"
4569001,Customer#004569001,"GxODR0gfOlspME2V6bGC9P,MVvpjIvmm6",5,"15-101-172-3144",9334.11,FURNITURE,"es cajole slyly after the even, bold ideas. close requests haggle carefully. final packages above the slyl"
44170,Customer#000044170,"7rhJbJsyx ",4,"14-181-263-4050",-838.69,AUTOMOBILE,"ickly dolphins. silent, final packages sleep carefully slyly bold packages. furiously express depend"
1553188,Customer#001553188,"F9qEnwuqiWRr,BwdZAsv95MSdEnWUKZJXllh4",21,"31-168-522-6602",7889.42,AUTOMOBILE,aters. quickly ironic dependencies grow regularly pending requests. slyly even deposits use doggedly furiousl
13970347,Customer#013970347,eLVpvnB9kf9ZR PLiRvWJJOFDTZJR1lxYGcyDU,0,"10-992-735-4819",4925.56,MACHINERY,"ts. platelets are daringly along the final, regular deposits. quickl"
3764585,Customer#003764585,P3ciUCWVsnAGVSGho9jEvB04zyrUUMwtForpOC,8,"18-940-753-1825",4094.46,AUTOMOBILE,"kages haggle quickly special, final theodolites. ironic foxes may doze. slyly silent pinto beans haggle f"
13057079,Customer#013057079,Hee8fgtKgTA1DuPC0PwmF,24,"34-694-769-2101",-260.96,FURNITURE,"usly ironic instructions! final deposits affix. pending, final packages hang before the quickly even packa"
11286916,Customer#011286916,HZwzUj4HEtPfpOJ7V4GV3RQl6fk0Kh,7,"17-789-192-8666",8502.29,FURNITURE," even theodolites after the final foxes boost across the slyly pending dependencies. even, i"
4569001,Customer#004569001,"GxODR0gfOlspME2V6bGC9P,MVvpjIvmm6",5,"15-101-172-3144",9334.11,FURNITURE,"es cajole slyly after the even, bold ideas. close requests haggle carefully. final packages above the slyl"
44170,Customer#000044170,"7rhJbJsyx ",4,"14-181-263-4050",-838.69,AUTOMOBILE,"ickly dolphins. silent, final packages sleep carefully slyly bold packages. furiously express depend"
1553731,Customer#001553731,x7E6V1vPnB2bXnUDHPVY7TN yV,8,"18-998-931-2338",8568.80,AUTOMOBILE,"s accounts. deposits nag slyly. even, ironic requests are carefully alo"
13970347,Customer#013970347,eLVpvnB9kf9ZR PLiRvWJJOFDTZJR1lxYGcyDU,0,"10-992-735-4819",4925.56,MACHINERY,"ts. platelets are daringly along the final, regular deposits. quickl"
3764585,Customer#003764585,P3ciUCWVsnAGVSGho9jEvB04zyrUUMwtForpOC,8,"18-940-753-1825",4094.46,AUTOMOBILE,"kages haggle quickly special, final theodolites. ironic foxes may doze. slyly silent pinto beans haggle f"
13084397,Customer#013084397,"d0IBRm,dPI75Q5H85eRJphxGwHTqJ4VIomVtb",18,"28-474-690-6268",9686.61,FURNITURE,express requests sleep. carefully regular pinto beans should have to 
11286916,Customer#011286916,HZwzUj4HEtPfpOJ7V4GV3RQl6fk0Kh,7,"17-789-192-8666",8502.29,FURNITURE," even theodolites after the final foxes boost across the slyly pending dependencies. even, i"
4569001,Customer#004569001,"GxODR0gfOlspME2V6bGC9P,MVvpjIvmm6",5,"15-101-172-3144",9334.11,FURNITURE,"es cajole slyly after the even, bold ideas. close requests haggle carefully. final packages above the slyl"
44170,Customer#000044170,"7rhJbJsyx ",4,"14-181-263-4050",-838.69,AUTOMOBILE,"ickly dolphins. silent, final packages sleep carefully slyly bold packages. furiously express depend"
1553731,Customer#001553731,x7E6V1vPnB2bXnUDHPVY7TN yV,8,"18-998-931-2338",8568.80,AUTOMOBILE,"s accounts. deposits nag slyly. even, ironic requests are carefully alo"
13971508,Customer#013971508,"M0RtnqI,iuqZEoeLP,RH,1QNuh3r4R",16,"26-457-545-9172",8719.79,AUTOMOBILE," deposits detect slyly against the even, final packages. quickly regular pinto beans wake carefully. quickly final "
3764585,Customer#003764585,P3ciUCWVsnAGVSGho9jEvB04zyrUUMwtForpOC,8,"18-940-753-1825",4094.46,AUTOMOBILE,"kages haggle quickly special, final theodolites. ironic foxes may doze. slyly silent pinto beans haggle f"
13084397,Customer#013084397,"d0IBRm,dPI75Q5H85eRJphxGwHTqJ4VIomVtb",18,"28-474-690-6268",9686.61,FURNITURE,express requests sleep. carefully regular pinto beans should have to 
11286916,Customer#011286916,HZwzUj4HEtPfpOJ7V4GV3RQl6fk0Kh,7,"17-789-192-8666",8502.29,FURNITURE," even theodolites after the final foxes boost across the slyly pending dependencies. even, i"
4576012,Customer#004576012,"ZlEHFNt5tNomd6PewJralbbhSUAbe,Rm96Aq4",15,"25-739-890-2321",7562.97,MACHINERY,fix ironically. foxes alongside of the special theodolites haggle quickly regular dolphins
44170,Customer#000044170,"7rhJbJsyx ",4,"14-181-263-4050",-838.69,AUTOMOBILE,"ickly dolphins. silent, final packages sleep carefully slyly bold packages. furiously express depend"
1561292,Customer#001561292,"1me,ko8RfCzwegNQC2i3",13,"23-441-209-7621",-149.20,BUILDING,requests thrash blithely across the carefully special requests. blithely bold deposits sleep. carefully pendi
13971508,Customer#013971508,"M0RtnqI,iuqZEoeLP,RH,1QNuh3r4R",16,"26-457-545-9172",8719.79,AUTOMOBILE," deposits detect slyly against the even, final packages. quickly regular pinto beans wake carefully. quickly final "
3764585,Customer#003764585,P3ciUCWVsnAGVSGho9jEvB04zyrUUMwtForpOC,8,"18-940-753-1825",4094.46,AUTOMOBILE,"kages haggle quickly special, final theodolites. ironic foxes may doze. slyly silent pinto beans haggle f"
13084397,Customer#013084397,"d0IBRm,dPI75Q5H85eRJphxGwHTqJ4VIomVtb",18,"28-474-690-6268",9686.61,FURNITURE,express requests sleep. carefully regular pinto beans should have to 
11286916,Customer#011286916,HZwzUj4HEtPfpOJ7V4GV3RQl6fk0Kh,7,"17-789-192-8666",8502.29,FURNITURE," even theodolites after the final foxes boost across the slyly pending dependencies. even, i"
4576012,Customer#004576012,"ZlEHFNt5tNomd6PewJralbbhSUAbe,Rm96Aq4",15,"25-739-890-2321",7562.97,MACHINERY,fix ironically. foxes alongside of the special theodolites haggle quickly regular dolphins
44170,Customer#000044170,"7rhJbJsyx ",4,"14-181-263-4050",-838.69,AUTOMOBILE,"ickly dolphins. silent, final packages sleep carefully slyly bold packages. furiously express depend"
1561292,Customer#001561292,"1me,ko8RfCzwegNQC2i3",13,"23-441-209-7621",-149.20,BUILDING,requests thrash blithely across the carefully special requests. blithely bold deposits sleep. carefully pendi
13971508,Customer#013971508,"M0RtnqI,iuqZEoeLP,RH,1QNuh3r4R",16,"26-457-545-9172",8719.79,AUTOMOBILE," deposits detect slyly against the even, final packages. quickly regular pinto beans wake carefully. quickly final "
3764878,Customer#003764878," LVb,iXBOiYVsSJJ2Wb Z46ZRhz2JHwqTvJBARnR",12,"22-164-692-5130",1593.03,BUILDING,he idle frets cajole quickly slyly furious epitaphs. fluffily final accounts 
13084397,Customer#013084397,"d0IBRm,dPI75Q5H85eRJphxGwHTqJ4VIomVtb",18,"28-474-690-6268",9686.61,FURNITURE,express requests sleep. carefully regular pinto beans should have to 
11286916,Customer#011286916,HZwzUj4HEtPfpOJ7V4GV3RQl6fk0Kh,7,"17-789-192-8666",8502.29,FURNITURE," even theodolites after the final foxes boost across the slyly pending dependencies. even, i"
4576012,Customer#004576012,"ZlEHFNt5tNomd6PewJralbbhSUAbe,Rm96Aq4",15,"25-739-890-2321",7562.97,MACHINERY,fix ironically. foxes alongside of the special theodolites haggle quickly regular dolphins
52906,Customer#000052906,"6yvEGCDKntrfeu6s5NIF6dKWsJqmEb",20,"30-700-585-7599",530.91,MACHINERY,nal requests. blithely silent instructions across the regular asymptotes 
1561292,Customer#001561292,"1me,ko8RfCzwegNQC2i3",13,"23-441-209-7621",-149.20,BUILDING,requests thrash blithely across the carefully special requests. blithely bold deposits sleep. carefully pendi
13973719,Customer#013973719,OCNgpCNKt8QIhMWDLpz9GDJ1LsjVYlQ75qQAp,17,"27-347-532-1705",-311.67,BUILDING,". carefully ironic deposits are slyly. carefully regular packages cajole. final, silent packages lose quick"
3764878,Customer#003764878," LVb,iXBOiYVsSJJ2Wb Z46ZRhz2JHwqTvJBARnR",12,"22-164-692-5130",1593.03,BUILDING,he idle frets cajole quickly slyly furious epitaphs. fluffily final accounts 
13084397,Customer#013084397,"d0IBRm,dPI75Q5H85eRJphxGwHTqJ4VIomVtb",18,"28-474-690-6268",9686.61,FURNITURE,express requests sleep. carefully regular pinto beans should have to 
11304718,Customer#011304718,O2LFNK3JJTrpk1QXFvjIV82yqvFKvvVHVt9u3Ay,7,"17-587-973-5235",5577.25,HOUSEHOLD,ts above the final deposits use
4584997,Customer#004584997,QWtAqze9oAqf8vC 25IvoRw6So,23,"33-478-650-8959",7280.20,AUTOMOBILE,the fluffily pending theodolites cajole blithely final excuses. even accounts about the furiously 
52906,Customer#000052906,"6yvEGCDKntrfeu6s5NIF6dKWsJqmEb",20,"30-700-585-7599",530.91,MACHINERY,nal requests. blithely silent instructions across the regular asymptotes 
1561292,Customer#001561292,"1me,ko8RfCzwegNQC2i3",13,"23-441-209-7621",-149.20,BUILDING,requests thrash blithely across the carefully special requests. blithely bold deposits sleep. carefully pendi
13973719,Customer#013973719,OCNgpCNKt8QIhMWDLpz9GDJ1LsjVYlQ75qQAp,17,"27-347-532-1705",-311.67,BUILDING,". carefully ironic deposits are slyly. carefully regular packages cajole. final, silent packages lose quick"
3764878,Customer#003764878," LVb,iXBOiYVsSJJ2Wb Z46ZRhz2JHwqTvJBARnR",12,"22-164-692-5130",1593.03,BUILDING,he idle frets cajole quickly slyly furious epitaphs. fluffily final accounts 
13085656,Customer#013085656,"89tCehG3mrSJjvY4APRDZdLEkzTwQ",10,"20-591-495-6479",7836.61,MACHINERY, ironic packages. carefully regular accounts sleep final courts. pe
11304718,Customer#011304718,O2LFNK3JJTrpk1QXFvjIV82yqvFKvvVHVt9u3Ay,7,"17-587-973-5235",5577.25,HOUSEHOLD,ts above the final deposits use
4584997,Customer#004584997,QWtAqze9oAqf8vC 25IvoRw6So,23,"33-478-650-8959",7280.20,AUTOMOBILE,the fluffily pending theodolites cajole blithely final excuses. even accounts about the furiously 
52906,Customer#000052906,"6yvEGCDKntrfeu6s5NIF6dKWsJqmEb",20,"30-700-585-7599",530.91,MACHINERY,nal requests. blithely silent instructions across the regular asymptotes 
